,Point_0,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16,Point_17,Point_18,Point_19,Point_20,Point_21,Point_22,Point_23,Point_24,Point_25,Point_26,Point_27,Point_28,Point_29,Point_30,Point_31,Point_32,Point_33,Point_34,Point_35,Point_36,Point_37,Point_38,Point_39,Point_40,Point_41,Point_42,Point_43,Point_44,Point_45,Point_46,Point_47,Point_48,Point_49,Point_50,Point_51,Point_52,Point_53,Point_54,Point_55,Point_56,Point_57,Point_58,Point_59,Point_60,Point_61,Point_62,Point_63,Point_64,Point_65,Point_66,Point_67,Point_68,Point_69,Point_70,Point_71,Point_72,Point_73,Point_74,Point_75,Point_76,Point_77,Point_78,Point_79,Point_80,Point_81,Point_82,Point_83,Point_84,Point_85,Point_86,Point_87,Point_88,Point_89,Point_90,Point_91,Point_92,Point_93,Point_94,Point_95,Point_96,Point_97,Point_98,Point_99,Point_100,Point_101,Point_102,Point_103,Point_104,Point_105,Point_106,Point_107,Point_108,Point_109,Point_110,Point_111,Point_112,Point_113,Point_114,Point_115,Point_116,Point_117,Point_118,Point_119,Point_120,Point_121,Point_122,Point_123,Point_124
Point_63,1281.4,2213.7,1896.1,2174.9,2066.9,1882.1,2392.5,2321.7,2131.1,1806.1,2144.3,2602.5,2537.0,2805.7,2616.5,2782.5,1958.5,2103.3,2207.2,1730.0,2009.3,2106.1,2042.6,2158.3,2244.2,2046.1,2382.2,2484.5,2008.7,2950.4,1309.8,1248.7,818.0,898.7,2772.6,3027.0,2698.0,2726.3,2445.8,2615.9,2447.0,2918.9,2671.7,307.5,490.9,369.5,266.5,1194.0,973.0,1578.0,702.3,2440.1,996.7,793.0,1283.7,696.3,794.1,553.0,356.2,213.8,194.6,261.8,184.3,0.0,2107.8,1076.8,998.1,1141.1,1210.1,1090.8,1060.2,785.6,1063.6,2192.9,469.7,794.9,652.4,920.3,2103.9,2209.1,1278.3,2222.8,1317.7,1532.0,1666.2,1739.3,1572.3,2731.6,2049.7,1167.0,1846.9,1071.0,767.0,2268.1,1138.7,609.7,1299.6,1719.8,1572.1,1508.0,1085.4,1570.6,1635.6,1309.6,1131.8,977.0,1691.4,1472.9,1448.8,902.1,1487.7,1272.2,1228.5,1709.3,1391.8,1848.1,1067.5,1834.9,1828.9,1811.1,1134.0,1342.9,2050.7,1285.4,2146.1
Point_64,1218.9,2151.2,1164.0,1442.8,1334.8,1259.3,1126.1,595.5,405.0,1074.0,877.8,988.2,1270.6,2327.5,1350.1,1876.6,692.1,1552.8,592.9,997.9,1277.2,839.6,776.2,544.0,630.0,431.8,767.9,870.2,1946.2,2472.2,1594.8,1533.7,1016.3,2938.9,664.8,919.2,590.2,618.5,338.0,508.1,339.2,811.1,563.9,1990.0,2182.3,2052.0,1857.8,2417.6,2196.6,2801.5,1939.6,3663.6,3493.4,2030.3,3206.4,3358.7,3673.1,2057.8,2316.9,2338.1,2102.9,2347.0,2308.5,2124.2,0.0,1171.6,1283.1,1426.2,1495.1,2314.3,1345.2,1070.6,792.5,196.4,1386.4,1544.3,1203.7,1669.8,839.7,492.6,1348.9,115.0,1602.7,980.9,1733.8,903.6,2795.8,623.8,382.6,1437.7,1365.4,2308.3,1728.6,350.8,1423.7,2915.2,1645.6,2065.7,1918.0,1445.5,1212.6,1508.1,903.5,813.0,1069.3,1323.0,427.2,976.3,1794.8,1509.7,1006.2,1254.6,1166.0,1646.8,1519.0,1945.0,1413.4,1772.4,562.5,1748.6,1480.0,1280.4,1988.2,1631.3,2083.6
Point_65,1553.3,2485.6,1498.4,1777.2,1669.2,1593.7,1460.5,1374.7,1184.1,1408.4,1212.2,1655.5,1605.0,2408.0,1684.5,1850.5,1026.5,1887.2,1260.2,1332.3,1611.6,1174.1,1110.6,1211.3,1174.9,1099.1,1435.2,1537.5,2280.6,2552.7,427.4,337.5,381.9,1895.2,976.0,1226.2,1292.1,1501.9,1498.8,1058.3,1500.0,1971.9,1724.7,769.3,961.6,831.3,901.5,1520.2,1299.2,1904.1,1042.2,2766.2,1336.6,1132.9,1623.7,1650.2,1516.3,1160.4,1357.1,1163.0,882.1,1126.2,1110.8,1076.8,1160.8,0.0,112.1,258.3,597.7,1416.9,447.8,291.2,379.1,1245.9,607.1,932.2,424.3,1057.7,1156.9,1262.1,250.0,1275.8,431.8,646.1,537.1,853.4,1898.4,1784.6,1102.7,1772.1,1699.8,1410.9,1237.4,1321.1,252.8,1500.8,1980.0,2400.1,2252.4,1779.9,1547.0,1842.5,1237.9,1147.4,1403.8,1657.4,744.4,1310.7,2129.2,1039.5,1340.6,1589.0,1500.4,1981.2,1853.4,2279.4,1747.8,2106.8,896.9,2083.0,1814.4,1614.8,2322.6,1965.8,2418.1
Point_66,1664.8,2597.1,1609.9,1888.7,1780.7,1705.2,1572.0,1486.2,1295.6,1519.9,1323.7,1767.0,1716.5,2519.5,1796.0,1962.0,1137.9,1998.7,1371.7,1443.8,1723.1,1285.5,1222.1,1322.8,1286.4,1210.6,1546.7,1648.9,2392.1,2664.2,315.3,225.4,410.0,1816.5,863.9,1114.0,1180.0,1389.8,1610.3,946.2,1611.5,2083.4,1836.2,690.6,882.9,752.6,822.8,1441.5,1220.5,1825.4,963.5,2687.5,1257.9,1054.2,1545.0,1571.5,1437.6,1081.7,1278.4,1084.3,803.4,1047.5,1032.1,998.1,1272.3,112.1,0.0,146.2,519.0,1338.2,369.1,212.5,490.6,1357.4,528.4,853.5,345.6,979.0,1268.4,1373.6,280.3,1387.3,319.7,533.9,424.9,741.3,1819.7,1896.1,1214.1,1225.7,1811.3,1332.2,1158.7,1432.6,140.6,1422.1,2091.5,2511.6,2363.9,1891.4,1658.5,1954.0,1349.4,1258.9,1515.2,1768.9,855.9,1422.2,2240.7,960.8,1452.1,1700.5,1611.9,2092.7,1964.9,2390.9,1859.3,2218.3,1008.4,2194.5,1925.9,1726.2,2434.1,2077.2,2529.5
Point_67,1807.9,2740.1,1753.0,2031.8,1923.8,1848.3,1715.1,1629.2,1438.7,1662.9,1466.8,1910.1,1859.6,2662.6,1939.1,2105.0,1281.0,2141.7,1514.7,1586.9,1866.2,1428.6,1365.2,1465.9,1429.5,1353.7,1689.8,1792.0,2535.2,2807.3,169.1,107.5,553.1,1646.0,998.8,1249.0,1315.0,1524.8,1753.4,1081.1,1754.6,2226.5,1979.3,833.6,1071.7,895.7,965.9,1270.9,1050.0,1654.9,793.0,2517.0,1087.4,883.7,1374.5,1401.0,1267.0,911.2,1107.9,1227.4,946.5,1202.4,1279.9,1141.1,1415.4,258.3,146.2,0.0,348.5,1167.7,198.6,355.6,633.6,1500.5,671.5,996.6,488.7,1122.1,1411.5,1516.7,415.3,1530.4,454.6,668.9,307.6,876.3,1649.2,2039.2,1357.2,1368.8,1954.4,1161.7,988.2,1575.7,275.6,1251.6,2234.5,2654.7,2507.0,2034.5,1801.6,2097.1,1492.5,1402.0,1658.3,1912.0,999.0,1565.3,2383.7,1103.9,1595.2,1843.5,1755.0,2235.8,2108.0,2534.0,2002.4,2361.3,1151.4,2337.5,2069.0,1869.3,2577.2,2220.3,2672.6
Point_68,1876.8,2809.1,1821.9,2100.7,1992.7,1917.2,1784.1,1698.2,1507.6,1731.9,1535.8,1979.0,1928.5,2731.5,2008.0,2174.0,1350.0,2210.7,1583.7,1655.8,1935.1,1497.6,1434.1,1534.8,1498.4,1422.6,1758.7,1861.0,2604.1,2876.2,176.8,456.0,622.0,1297.5,1347.4,1597.5,2074.5,2102.8,1822.3,1992.4,1823.6,2295.4,2048.2,915.5,723.2,853.5,1047.7,922.4,701.5,1306.4,444.5,2168.5,738.9,535.2,1026.0,1052.5,918.5,562.7,759.4,1106.2,1028.4,853.9,931.4,1115.7,1484.3,597.7,519.0,348.5,0.0,819.2,149.9,424.5,702.6,1569.4,740.4,1065.6,557.7,1191.0,1480.4,1585.7,763.8,1599.3,803.1,1017.4,656.1,1224.8,1300.7,2108.1,1426.2,1437.7,2023.3,813.2,639.7,1644.6,624.1,903.1,2303.5,2723.6,2575.9,2103.4,1870.5,2166.0,1561.4,1471.0,1727.3,1980.9,1067.9,1634.2,2452.7,1172.8,1664.1,1912.5,1823.9,2304.7,2176.9,2602.9,2071.3,2430.3,1220.4,2406.5,2137.9,1938.3,2646.1,2289.3,2741.6
Point_69,2965.0,5100.1,2910.0,3188.9,3080.9,3005.3,2872.2,2786.3,2595.8,2820.0,2623.9,3067.2,3016.7,3819.7,3096.2,3262.1,2438.1,3298.8,2671.8,2744.0,3023.2,2585.7,2522.3,2623.0,2586.5,2510.8,2846.8,2949.1,4895.2,3964.4,915.6,1048.3,1710.2,2099.5,1652.5,1902.6,1968.6,2178.4,2910.5,1734.8,1903.7,3383.5,3136.3,1717.6,1525.3,1655.5,1849.8,376.1,155.1,760.1,1246.5,1622.2,1541.0,1337.3,1828.0,1854.5,1720.6,1364.7,1561.5,1908.2,1830.4,1656.0,1733.5,1917.7,2572.4,1343.1,1230.9,1084.8,1088.1,0.0,1238.1,1512.7,1790.7,2657.6,1828.5,2153.7,1645.8,2279.2,2568.5,2673.8,1333.7,2687.5,1108.3,1322.5,848.3,1529.9,754.4,2340.3,2514.3,2525.9,3111.5,667.5,1441.8,2732.8,1192.6,1705.1,4186.1,4606.2,4458.5,4394.4,3971.9,4457.0,2649.6,2559.1,2815.4,3863.5,2156.1,2722.3,4335.3,2260.9,2752.3,4158.6,4114.9,4595.8,4278.3,4734.5,3953.9,4721.3,2308.5,4697.5,4020.5,4229.3,4937.2,4171.8,5032.6
Point_70,1726.9,2659.1,1672.0,1950.8,1842.8,1767.3,1634.1,1548.3,1357.7,1582.0,1385.8,1829.1,1778.6,2581.6,1858.1,2024.1,1200.0,2060.8,1433.8,1505.9,1785.2,1347.6,1284.2,1384.9,1348.5,1272.7,1608.8,1711.0,2454.2,2726.3,249.6,306.1,472.1,1447.4,1197.4,1447.6,1924.5,1952.9,1672.4,1842.5,1673.6,2145.5,1898.3,752.7,873.1,814.7,884.9,1072.4,851.4,1456.3,594.4,2318.4,888.8,685.2,1175.9,1202.4,1068.5,712.6,909.4,1146.4,865.5,1003.8,1081.3,1060.2,1334.4,447.8,349.2,198.6,149.9,969.1,0.0,274.6,552.7,1419.5,590.5,915.6,407.7,1041.1,1330.5,1435.7,613.8,1449.4,653.2,867.5,506.2,1074.8,1450.6,1958.2,1276.2,1287.8,1873.4,963.1,789.7,1494.7,474.2,1053.0,2153.6,2573.7,2426.0,1953.5,1720.6,2016.1,1411.5,1321.0,1577.3,1831.0,918.0,1484.3,2302.8,1022.9,1514.2,1762.6,1674.0,2154.8,2027.0,2453.0,1921.4,2280.4,1070.5,2256.6,1988.0,1788.3,2496.2,2139.3,2591.6
Point_71,1452.3,2384.5,1397.4,1676.2,1568.2,1492.7,1359.5,1273.7,1083.1,1307.4,1111.2,1554.5,1504.0,2307.0,1583.5,1749.5,925.4,1786.2,1159.2,1231.3,1510.6,1073.0,1009.6,1110.3,1073.9,998.1,1334.2,1436.4,2179.6,2451.7,524.2,463.1,197.5,1722.0,1076.4,1326.5,1649.9,1678.3,1397.8,1567.9,1399.0,1870.9,1623.7,478.1,670.3,540.1,610.3,1347.0,1126.0,1730.9,869.0,2593.0,1163.4,959.8,1450.5,1477.0,1343.1,987.2,805.0,871.8,590.9,835.0,819.5,785.6,1059.8,291.2,212.5,355.6,424.5,1243.7,274.6,0.0,278.1,1144.9,315.9,641.0,133.1,766.5,1055.9,1161.1,492.8,1174.8,532.2,746.4,663.2,953.8,1725.2,1683.6,1001.6,1013.2,1598.8,1237.8,658.0,1220.1,353.1,1327.6,1879.0,2299.1,2151.4,1678.9,1446.0,1741.5,1136.9,1046.4,1302.7,1556.4,643.4,1209.7,2028.1,748.3,1239.6,1487.9,1399.4,1880.2,1752.4,2178.4,1646.8,2005.8,795.9,1982.0,1713.4,1513.7,2221.6,1864.7,2317.0
Point_72,1174.3,2106.5,1119.3,1398.1,1290.1,1214.6,1081.5,995.6,805.0,1029.3,833.2,1276.4,1225.9,2028.9,1305.5,1471.4,647.4,1508.1,881.1,953.2,1232.5,795.0,731.5,832.2,795.8,720.0,1056.1,1158.4,1901.5,2173.6,802.3,741.2,223.8,2000.1,1446.5,1701.0,1371.9,1400.2,1119.7,1289.9,1121.0,1592.8,1345.6,756.1,948.4,818.2,888.3,1625.0,1404.0,2009.0,1147.1,2871.1,1441.5,1237.8,1728.6,1755.1,1621.1,1265.3,1083.1,1149.9,869.0,1113.1,1097.6,1063.6,781.7,379.1,490.6,633.6,702.6,1521.8,552.7,278.1,0.0,866.8,593.9,1499.7,411.2,1625.1,777.8,883.1,556.3,896.7,810.2,1024.5,941.2,1231.8,2003.3,1405.5,723.6,1393.0,1320.7,1515.8,936.1,942.1,631.2,1605.7,1600.9,2021.0,1873.3,1400.8,1167.9,1463.4,858.8,768.4,1024.7,1278.3,365.3,931.6,1750.1,1465.0,961.5,1209.9,1121.3,1602.1,1474.3,1900.3,1368.7,1727.7,517.8,1703.9,1435.3,1235.7,1943.5,1586.7,2039.0
Point_73,1022.6,1954.8,967.6,1246.4,1138.5,1062.9,929.8,399.2,208.6,877.6,681.5,791.9,1074.2,1877.3,1153.8,2077.8,495.7,1356.4,396.5,801.5,1080.8,643.3,579.8,347.7,433.6,235.5,571.6,673.8,1749.8,2021.9,1398.4,1337.3,819.9,2742.5,977.3,1231.7,902.7,931.0,650.5,820.6,651.7,1123.6,876.4,1793.6,1985.9,1855.7,1661.4,2221.2,2000.2,2605.2,1743.2,3467.3,3297.1,1834.0,3010.0,3162.3,3476.7,1861.5,2120.6,2141.7,1906.5,2150.6,2112.2,1927.9,312.5,975.3,1086.7,1229.8,1298.8,2118.0,1148.8,874.2,596.2,0.0,1190.1,1348.0,1007.4,1473.5,643.3,748.6,1152.5,427.5,1406.4,1293.4,1537.4,1216.1,2599.5,936.3,589.1,1241.3,1169.0,2112.0,1532.3,472.8,1227.4,2718.9,1449.2,1869.4,1721.7,1249.1,1016.2,1311.7,707.1,616.7,873.0,1126.6,230.8,779.9,1598.4,1313.3,809.8,1058.2,969.6,1450.4,1322.6,1748.7,1217.1,1576.0,366.1,1552.2,1283.6,1084.0,1791.8,1435.0,1887.3
Point_74,1026.8,1959.0,1713.2,1992.0,1884.1,1627.4,1675.4,1589.5,1399.0,1623.2,1427.1,1870.3,1819.8,2622.9,1899.4,2065.3,1241.3,1848.7,1475.0,1547.1,1826.4,1388.9,1325.4,1426.2,1389.7,1314.0,1650.0,1752.3,1754.1,2767.5,840.1,779.0,348.3,1496.2,1392.2,1642.4,1965.8,1994.1,1713.7,1883.8,1714.9,2186.7,1939.5,162.2,354.5,224.2,294.4,1121.2,900.2,1505.1,643.2,2367.2,937.6,734.0,1224.7,1038.4,1117.3,685.9,489.1,556.0,275.1,519.2,503.7,469.7,1375.6,607.1,528.4,671.5,740.4,1017.9,590.5,315.9,593.9,1460.8,0.0,325.2,182.7,450.6,1371.7,1477.0,808.7,1490.6,848.0,1062.3,979.1,1269.6,1499.4,1999.4,1317.5,697.3,821.4,1011.9,342.2,1536.0,669.0,951.8,1045.0,1465.1,1317.4,1122.1,830.8,1315.9,1452.7,1055.0,877.2,722.4,959.2,1218.3,1194.2,432.4,1233.1,1017.5,973.8,1454.7,1137.2,1593.4,812.8,1580.2,1111.7,1556.4,879.4,1088.2,1796.1,1030.7,1891.5
Point_75,701.6,1633.9,1316.3,1595.1,1487.1,1302.2,1812.7,1741.9,1551.3,1226.3,1564.5,2022.7,1957.2,2225.9,2036.7,2202.7,1378.7,1523.5,1627.4,1150.2,1429.5,1526.3,1462.8,1578.5,1664.4,1466.3,1802.4,1904.7,1428.9,2370.6,1165.2,1104.1,673.4,2013.1,2192.8,2447.2,2118.2,2146.5,1866.0,2036.1,1867.2,2339.1,2091.9,487.4,679.6,549.4,619.6,1446.3,1225.3,1830.3,968.4,2692.4,1262.8,1059.1,2280.6,2432.9,2747.3,1011.0,814.3,881.1,600.2,844.3,828.8,794.9,1528.0,932.2,853.5,996.6,1065.6,1343.1,915.6,641.0,1476.9,1613.1,325.2,0.0,507.9,125.5,1524.1,1629.3,1133.8,1643.0,1173.2,1387.5,1304.2,2431.5,1824.6,2151.8,1469.9,372.2,496.2,1337.1,667.3,1688.3,994.2,1276.9,719.8,1140.0,992.2,797.0,505.6,990.8,1055.8,729.8,552.0,397.2,1111.6,893.1,869.0,107.2,907.9,692.4,648.7,1129.5,812.0,1268.3,487.7,1255.1,1249.1,1231.3,554.2,763.0,1470.9,705.6,1566.3
Point_76,1585.4,2517.7,1530.5,1809.3,1701.3,1625.8,1492.6,1406.8,1216.2,1440.5,1244.4,1687.6,1637.1,2440.1,1716.6,1882.6,1058.6,1919.3,1292.3,1364.4,1643.7,1206.2,1142.7,1243.4,1207.0,1131.2,1467.3,1569.6,2312.7,2584.8,657.3,596.2,165.6,1855.2,1209.5,1459.7,1783.1,1811.4,1530.9,1701.0,1532.1,2004.0,1756.8,344.9,537.2,407.0,477.1,1480.1,1259.1,1864.1,1002.2,2726.2,1296.6,1092.9,1583.6,1610.1,1476.2,1120.4,671.9,738.7,457.8,701.9,686.4,652.4,1192.9,424.3,345.6,488.7,557.7,1376.9,407.7,133.1,411.2,1278.0,182.7,507.9,0.0,633.4,1189.0,1294.3,625.9,1307.9,665.3,879.6,796.3,1086.9,1858.4,1816.7,1134.8,880.1,1004.1,1370.9,524.9,1353.2,486.3,1134.5,1227.7,1647.8,1500.1,1812.0,1013.5,1874.6,1270.0,1179.6,1435.9,905.1,776.5,1342.8,1376.9,615.1,1372.7,1621.1,1532.5,2013.3,1319.9,2311.5,995.6,2138.9,929.0,2115.1,1062.1,1646.9,2354.7,1213.5,2450.2
Point_77,827.1,1759.3,1441.8,1720.6,1612.6,1427.7,1362.4,1291.5,1101.0,1351.8,1114.1,1572.4,1506.9,2351.4,1586.4,1752.3,928.3,1649.0,1177.0,1275.7,1555.0,1075.9,1012.5,1128.2,1214.1,1016.0,1352.1,1454.3,1554.4,2496.1,1290.7,1229.6,798.9,2138.6,1742.5,1996.9,1667.8,1696.2,1415.7,1585.8,1416.9,1888.8,1641.5,612.8,805.1,674.9,745.0,1571.8,1350.8,1955.8,1093.8,2817.9,1388.3,1184.6,2406.1,2558.4,1567.9,1136.5,939.8,1006.6,725.7,969.8,954.3,920.3,1077.6,1057.7,979.0,1122.1,1191.0,1468.6,1041.1,766.5,1026.6,1162.8,450.6,125.5,633.4,0.0,1073.7,1179.0,1259.3,1192.7,1298.7,1512.9,1429.7,1981.2,1950.1,1701.5,1019.5,237.3,361.3,1462.6,792.8,1238.0,1119.6,1402.4,845.3,1265.4,1117.7,922.4,631.1,1116.2,1181.3,855.3,677.5,522.7,661.3,1018.6,994.5,194.7,598.8,817.9,774.2,1255.0,937.5,1393.7,613.1,1380.5,798.7,1356.7,679.7,888.5,1596.4,831.1,1691.8
Point_78,1346.0,2278.2,1291.1,1569.9,1461.9,1386.4,1121.5,834.5,643.9,1201.0,1004.9,1115.3,1265.9,2200.7,1345.4,2385.9,819.1,1679.8,720.0,1125.0,1404.3,835.0,903.3,671.1,757.0,558.9,895.0,997.3,2073.3,2345.4,1721.9,1660.8,1143.4,3066.0,1285.4,1539.8,1210.8,1239.1,958.6,1128.7,959.8,1431.7,1184.5,2117.1,2309.4,2179.1,1984.8,2544.6,2323.7,2928.6,2066.7,3790.7,3620.5,2157.4,3333.4,3485.8,3800.2,2184.9,2444.0,2465.1,2229.9,2474.0,2435.6,2251.3,620.6,1298.7,1410.2,1553.3,1622.2,2441.4,1472.3,1197.7,919.6,705.7,1513.5,1671.4,1330.8,1796.9,0.0,105.3,1476.0,503.1,1729.8,1369.0,1860.8,1291.6,2922.9,1244.4,235.5,1564.8,1492.5,2435.4,1855.7,327.6,1550.8,3042.3,1772.6,2192.8,2045.1,1572.6,1339.7,1635.2,1030.6,940.1,1196.4,1450.1,554.3,1103.4,1921.8,1636.8,1133.3,1381.6,1293.1,1773.9,1646.1,2072.1,1540.5,1899.4,689.6,1875.6,1607.1,1407.4,2115.3,1758.4,2210.7
Point_79,1451.3,2383.5,1396.3,1675.1,1567.1,1491.6,1226.7,939.7,749.2,1306.3,1110.2,1220.6,1371.2,2703.5,1450.7,2252.6,924.4,1785.1,825.2,1230.2,1509.5,940.2,1008.5,776.4,862.3,664.2,1000.2,1102.5,2178.5,2848.2,1827.1,1766.0,1248.6,3171.2,1180.5,1434.9,1077.4,1105.7,825.3,1023.8,826.5,1298.3,1051.1,2222.3,2414.6,2284.4,2090.1,2649.9,2428.9,3033.8,2171.9,3895.9,3725.8,2262.7,3438.7,3591.0,3905.4,2290.1,2549.3,2570.4,2335.2,2579.3,2540.8,2356.6,487.2,1403.9,1515.4,1658.5,1727.5,2546.7,1577.5,1302.9,1024.9,572.4,1618.8,1776.7,1436.0,1902.1,105.3,0.0,1581.2,397.8,1478.0,1263.7,1966.1,1186.4,3028.2,1111.0,130.2,1670.0,1597.7,2540.7,1961.0,222.4,1656.1,3147.6,1877.9,2298.0,2150.3,1677.8,1444.9,1740.4,1135.8,1045.4,1301.7,1555.3,659.5,1208.6,2027.1,1742.0,1238.5,1486.9,1398.3,1879.1,1751.3,2177.3,1645.8,2004.7,794.8,1980.9,1712.3,1512.7,2220.5,1863.7,2316.0
Point_80,1730.6,2662.8,1675.7,1954.5,1846.5,1771.0,1637.8,1551.9,1361.4,1585.6,1389.5,1832.8,1782.3,2585.3,1861.8,2027.7,1203.7,2064.4,1437.4,1509.6,1788.9,1351.3,1287.9,1388.6,1352.2,1276.4,1612.5,1714.7,2457.9,2730.0,595.6,307.7,559.1,2029.0,864.4,1114.5,1180.5,1390.3,1676.1,946.7,1115.6,2149.2,1902.0,970.8,1454.7,1032.9,1103.1,1653.9,1432.9,2037.9,1176.0,2900.0,1470.4,1266.7,1757.5,1784.0,1650.0,1294.2,1490.9,1364.6,1083.7,1585.4,1312.3,1278.3,1338.1,250.0,280.3,426.4,799.3,1550.7,649.4,492.8,556.3,1423.2,808.7,1133.8,625.9,1259.3,1334.2,1439.4,0.0,1453.1,320.2,534.4,485.4,741.8,2032.2,1552.2,1279.9,1949.4,1877.1,1544.7,1371.2,1498.4,141.1,1634.6,2157.2,2577.4,2429.7,1957.2,1724.3,2019.8,1415.2,1324.7,1581.0,1834.7,921.7,1488.0,2306.4,1241.1,1517.9,1766.2,1677.7,2158.5,2030.7,2456.7,1925.1,2284.0,1074.1,2260.2,1991.7,1792.0,2499.9,2143.0,2595.3
Point_81,1333.9,2266.2,1279.0,1557.8,1449.8,1374.3,1241.1,710.6,520.0,1189.0,992.8,1103.2,1385.6,2442.5,1465.1,1991.6,807.1,1667.8,707.9,1112.9,1392.2,954.7,891.2,659.0,745.0,546.9,882.9,985.2,2061.2,2587.2,1709.8,1648.7,1131.3,3053.9,782.6,1037.0,917.0,733.5,453.1,625.9,454.3,926.1,678.9,2105.0,2297.3,2167.0,1972.8,2532.6,2311.6,2916.5,2054.6,3778.6,3608.5,2145.4,3321.4,3473.7,3788.1,2172.8,2432.0,2453.1,2217.9,2462.0,2423.5,2239.2,115.0,1286.6,1398.1,1541.2,1610.1,2429.3,1460.2,1185.6,907.5,311.4,1501.5,1659.4,1318.7,1784.8,482.9,377.6,1463.9,0.0,1080.2,865.9,1848.8,788.5,2910.8,738.8,267.6,1552.7,1480.4,2423.3,1843.6,235.8,1538.7,3030.3,1760.6,2180.7,2033.0,1560.5,1327.6,1623.1,1018.5,928.0,1184.4,1438.0,542.2,1091.3,1909.8,1624.7,1121.2,1369.6,1281.0,1761.8,1634.0,2060.0,1528.4,1887.4,677.5,1863.6,1595.0,1395.4,2103.2,1746.4,2198.7
Point_82,1984.5,2916.7,1929.5,2208.3,2100.4,2024.8,1891.7,1805.8,1615.3,1839.5,1643.4,2086.6,2036.1,2839.2,2115.7,2281.6,1457.6,2318.3,1691.3,1763.4,2042.7,1605.2,1541.7,1642.4,1606.0,1530.3,1866.3,1968.6,2711.7,2983.8,619.6,347.1,729.7,1803.5,544.2,794.4,860.4,1070.1,986.7,626.5,795.4,1607.5,1360.3,1010.2,1229.3,1359.5,1142.4,1428.5,1207.5,1812.4,950.5,2674.5,1244.9,1041.3,1532.0,1558.5,1424.6,1068.7,1265.5,1612.2,1123.1,1359.9,1437.4,1317.7,1591.9,431.8,319.7,465.8,792.1,1325.2,688.7,532.2,810.2,1677.1,848.0,1173.2,665.3,1298.7,1588.0,1457.8,320.2,1080.2,0.0,214.3,260.0,421.6,1806.7,1232.1,1347.8,1545.4,2130.9,1319.3,1145.8,1316.0,179.0,1409.1,2411.1,2831.3,2683.5,2211.0,1978.1,2273.6,1669.0,1578.6,1834.9,2088.5,1175.5,1741.8,2560.3,1280.4,1771.7,2020.1,1931.5,2412.3,2284.5,2710.6,2179.0,2537.9,1328.0,2514.1,2245.5,2045.9,2753.7,2396.9,2849.2
Point_83,2199.8,3132.1,2144.9,2423.7,2315.7,2240.2,2107.0,1576.5,1385.9,2054.9,1858.8,1969.1,2251.5,3308.4,2331.0,2857.5,1673.0,2533.7,1573.8,1978.8,2258.1,1820.6,1757.1,1524.9,1610.9,1412.8,1748.8,1851.1,2927.1,3453.1,833.9,561.4,944.0,2017.8,329.9,580.1,646.1,855.9,772.4,412.2,581.1,1393.3,1146.1,1224.5,1443.5,1573.8,1356.7,1642.8,1421.8,2026.7,1164.8,2888.8,1459.2,1255.6,1746.3,1772.8,1638.9,1283.0,1479.8,1826.5,1337.4,1574.2,1651.7,1532.0,980.9,646.1,533.9,680.1,1006.4,1539.5,903.0,746.4,1024.5,1177.3,1062.3,1387.5,879.6,1512.9,1348.8,1243.5,534.4,865.9,214.3,0.0,474.3,207.3,2021.0,1017.8,1133.5,2418.6,2346.3,1533.5,1360.1,1101.7,393.3,1623.4,2626.5,3046.6,2898.9,2426.4,2193.5,2489.0,1884.4,1793.9,2050.3,2303.9,1389.8,1957.2,2775.7,1494.7,1987.1,2235.5,2146.9,2627.7,2499.9,2925.9,2394.3,2753.3,1543.4,2729.5,2460.9,2261.3,2969.1,2612.3,3064.6
Point_84,2115.5,3047.7,2060.5,2339.4,2231.4,2155.8,2022.7,1936.8,1746.3,1970.5,1774.4,2217.7,2167.2,2970.2,2246.7,2412.6,1588.6,2449.3,1822.3,1894.5,2173.7,1736.2,1672.8,1773.5,1737.0,1661.3,1997.4,2099.6,2842.8,3114.9,359.6,200.1,860.7,1543.5,804.2,1054.4,1120.4,1330.1,1246.7,886.5,1055.4,1867.5,1620.3,1161.6,969.3,1099.5,1293.8,1168.5,947.5,1552.4,690.5,2414.5,984.9,781.3,1272.0,1298.5,1164.6,808.7,1005.5,1352.2,1274.4,1099.9,1177.4,1361.7,1723.0,537.1,424.9,307.6,532.1,1065.2,682.1,663.2,941.2,1808.1,979.1,1304.2,796.3,1429.7,1719.1,1824.3,485.4,1340.2,260.0,474.3,0.0,681.6,1546.8,1492.0,1664.8,1676.4,2262.0,1059.3,885.8,1883.3,344.3,1149.1,3630.1,4050.2,3902.5,2342.1,3415.9,2404.6,1800.1,1709.6,1965.9,3307.5,1306.6,1872.9,3779.3,1411.5,1902.8,3602.6,2062.6,2543.4,3722.3,2841.6,3397.9,2668.9,1459.0,2645.1,3464.5,2176.9,2884.8,3615.8,2980.2
